web-scraper-order,web-scraper-start-url,viewed_bought,title,rating_count,rating,img-src,isbn,publisher
"1621318645-940","https://www.amazon.com/Predictably-Irrational-Revised-Expanded-Decisions/dp/0061353248/ref=pd_vtp_4?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0061353248&psc=1","Thinking, Fast and Slow","Predictably Irrational, Revised and Expanded Edition: The Hidden Forces That Shape Our Decisions","3,996 ratings","4.6 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/516XdxUXpNL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","null","5.31 x 0.86 x 8 inches"
"1621318629-853","https://www.amazon.com/Think-Again-Power-Knowing-What/dp/1984878107/ref=pd_vtp_8?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=1984878107&psc=1","<img alt="""" src=""https://m.media-amazon.com/images/I/A1jKhpXMN7L.png_SR247,139__BG0,0,0_.png"" height=""139px"" width=""247px""/> 0:54  Click to play video","Think Again: The Power of Knowing What You Don't Know","3,700 ratings","4.6 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41Ojcfxmn1L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","978-1984878106","February 2, 2021"
"1621318588-590","https://www.amazon.com/Simple-Path-Wealth-financial-independence/dp/1533667926/ref=pd_vtp_16?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=1533667926&psc=1","Your Money or Your Life: 9 Steps to Transforming Your Relationship with Money and Achieving Financial Independence: Fully Revised and Updated for 2018","The Simple Path to Wealth: Your road map to financial independence and a rich, free life","5,018 ratings","4.8 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41oX+Lk2-ML._SY344_BO1,204,203,200_.jpg","null","5.5 x 0.72 x 8.5 inches"
"1621318592-638","https://www.amazon.com/Premonition-Pandemic-Story-Michael-Lewis/dp/0393881555/ref=pd_vtp_15?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0393881555&psc=1","Hands On: The Premonition MarkMorinii","The Premonition: A Pandemic Story","978 ratings","4.6 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41+2DiWeWAS._SY344_BO1,204,203,200_.jpg","978-0393881554","May 4, 2021"
"1621318613-766","https://www.amazon.com/Influence-Psychology-Persuasion-Robert-Cialdini/dp/006124189X/ref=pd_vtp_10?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=006124189X&psc=1","How to Win Friends & Influence People","Influence: The Psychology of Persuasion, Revised Edition","8,005 ratings","4.6 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/51gysFA30GL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","null","December 26, 2006"
"1621318588-601","https://www.amazon.com/Simple-Path-Wealth-financial-independence/dp/1533667926/ref=pd_vtp_16?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=1533667926&psc=1","","The Simple Path to Wealth: Your road map to financial independence and a rich, free life","5,018 ratings","4.8 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41oX+Lk2-ML._SY344_BO1,204,203,200_.jpg","null","5.5 x 0.72 x 8.5 inches"
"1621318624-792","https://www.amazon.com/Power-Habit-What-Life-Business/dp/081298160X/ref=pd_vtp_9?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=081298160X&psc=1","Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones","The Power of Habit: Why We Do What We Do in Life and Business","16,221 ratings","4.6 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/51UKFWWvqHL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","978-0812981605","January 7, 2014"
"1621318624-802","https://www.amazon.com/Power-Habit-What-Life-Business/dp/081298160X/ref=pd_vtp_9?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=081298160X&psc=1","The 80/20 Principle: The Secret to Achieving More with Less","The Power of Habit: Why We Do What We Do in Life and Business","16,221 ratings","4.6 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/51UKFWWvqHL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","978-0812981605","January 7, 2014"
"1621318609-744","https://www.amazon.com/Your-Money-Life-Transforming-Relationship/dp/0143115766/ref=pd_vtp_11?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0143115766&psc=1","The 4-Hour Work Week: Escape the 9-5, Live Anywhere and Join the New Rich","Your Money or Your Life: 9 Steps to Transforming Your Relationship with Money and Achieving Financial Independence: Fully Revised and Updated for 2018","2,535 ratings","4.5 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/51fFQ9HJBjL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","978-0143115762","December 10, 2008"
"1621318568-491","https://www.amazon.com/Automatic-Millionaire-Expanded-Updated-Powerful/dp/0451499085/ref=pd_vtp_20?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0451499085&psc=1","","The Automatic Millionaire, Expanded and Updated: A Powerful One-Step Plan to Live and Finish Rich","1,694 ratings","4.7 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41vnPDXXg+L._SY344_BO1,204,203,200_.jpg","0451499085","Crown"
"1621318649-964","https://www.amazon.com/Misbehaving-Behavioral-Economics-Richard-Thaler/dp/039335279X/ref=pd_vtp_3?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=039335279X&psc=1","Nudge: Improving Decisions About Health, Wealth, and Happiness","Misbehaving: The Making of Behavioral Economics","1,598 ratings","4.6 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41rywvF7HOL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","978-0393352795","June 14, 2016"
"1621318662-1030","https://www.amazon.com/Thinking-Fast-Slow-Daniel-Kahneman/dp/0374533555/ref=pd_vtp_1?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0374533555&psc=1","Noise: A Flaw in Human Judgment","Thinking, Fast and Slow","19,358 ratings","4.6 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41wI53OEpCL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","0374533555","Farrar, Straus and Giroux"
"1621318588-587","https://www.amazon.com/Simple-Path-Wealth-financial-independence/dp/1533667926/ref=pd_vtp_16?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=1533667926&psc=1","","The Simple Path to Wealth: Your road map to financial independence and a rich, free life","5,018 ratings","4.8 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41oX+Lk2-ML._SY344_BO1,204,203,200_.jpg","null","5.5 x 0.72 x 8.5 inches"
"1621318583-584","https://www.amazon.com/Intelligent-Investor-Definitive-Investing-Essentials/dp/0060555661/ref=pd_vtp_17?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0060555661&psc=1","Urban Survivor","The Intelligent Investor: The Definitive Book on Value Investing. A Book of Practical Counsel (Revised Edition)","23,818 ratings","4.7 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/51fESaIGgVL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","null","February 21, 2006"
"1621318583-561","https://www.amazon.com/Intelligent-Investor-Definitive-Investing-Essentials/dp/0060555661/ref=pd_vtp_17?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0060555661&psc=1","","The Intelligent Investor: The Definitive Book on Value Investing. A Book of Practical Counsel (Revised Edition)","23,818 ratings","4.7 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/51fESaIGgVL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","null","February 21, 2006"
"1621318568-495","https://www.amazon.com/Automatic-Millionaire-Expanded-Updated-Powerful/dp/0451499085/ref=pd_vtp_20?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0451499085&psc=1","","The Automatic Millionaire, Expanded and Updated: A Powerful One-Step Plan to Live and Finish Rich","1,694 ratings","4.7 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41vnPDXXg+L._SY344_BO1,204,203,200_.jpg","0451499085","Crown"
"1621318666-1047","https://www.amazon.com/Nudge-Improving-Decisions-Health-Happiness/dp/014311526X/ref=sr_1_1?dchild=1&keywords=nudge&qid=1621176613&s=books&sr=1-1","","Nudge: Improving Decisions About Health, Wealth, and Happiness","2,060 ratings","4.4 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41U7FQIsplL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","978-0143115267","February 24, 2009"
"1621318640-920","https://www.amazon.com/Atomic-Habits-Proven-Build-Break/dp/0735211299/ref=pd_vtp_5?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0735211299&psc=1","MRS. MEYER'S CLEAN DAY Liquid Dish Soap, Cruelty Free Formula, Lemon Verbena Scent, 16 oz- Pack of 3","Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones","41,335 ratings","4.8 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/51PujYOdzLL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","978-0735211292","October 16, 2018"
"1621318564-471","https://www.amazon.com/Little-Book-Common-Sense-Investing/dp/1119404509/ref=pd_vtp_21?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=1119404509&psc=1","","The Little Book of Common Sense Investing: The Only Way to Guarantee Your Fair Share of Stock Market Returns (Little Books, Big Profits)","4,339 ratings","4.7 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/51cCQzs8EBL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","978-1119404507","October 16, 2017"
"1621318604-728","https://www.amazon.com/Flow-Psychology-Experience-Perennial-Classics/dp/0061339202/ref=pd_vtp_12?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0061339202&psc=1","The Influential Mind: What the Brain Reveals About Our Power to Change Others","Flow: The Psychology of Optimal Experience (Harper Perennial Modern Classics)","2,752 ratings","4.5 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/4187W86yEUL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","null","July 1, 2008"
"1621318578-540","https://www.amazon.com/Mans-Search-Meaning-Viktor-Frankl/dp/0807014273/ref=pd_vtp_18?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0807014273&psc=1","The Choice: Embrace the Possible","Man's Search for Meaning","32,188 ratings","4.7 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41nLuZrSbNL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","9780807014271","Beacon Press"
"1621318578-528","https://www.amazon.com/Mans-Search-Meaning-Viktor-Frankl/dp/0807014273/ref=pd_vtp_18?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0807014273&psc=1","Yes to Life: In Spite of Everything","Man's Search for Meaning","32,188 ratings","4.7 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41nLuZrSbNL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","9780807014271","Beacon Press"
"1621318583-563","https://www.amazon.com/Intelligent-Investor-Definitive-Investing-Essentials/dp/0060555661/ref=pd_vtp_17?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0060555661&psc=1","","The Intelligent Investor: The Definitive Book on Value Investing. A Book of Practical Counsel (Revised Edition)","23,818 ratings","4.7 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/51fESaIGgVL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","null","February 21, 2006"
"1621318583-579","https://www.amazon.com/Intelligent-Investor-Definitive-Investing-Essentials/dp/0060555661/ref=pd_vtp_17?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0060555661&psc=1","The Most Famous Investment Book in the World","The Intelligent Investor: The Definitive Book on Value Investing. A Book of Practical Counsel (Revised Edition)","23,818 ratings","4.7 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/51fESaIGgVL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","null","February 21, 2006"
"1621318640-927","https://www.amazon.com/Atomic-Habits-Proven-Build-Break/dp/0735211299/ref=pd_vtp_5?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0735211299&psc=1","<img alt="""" src=""https://images-na.ssl-images-amazon.com/images/I/51iPU--iVFL.jpg_SR247,139__BG0,0,0_.jpg"" height=""139px"" width=""247px""/> 3:31  Click to play video","Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones","41,335 ratings","4.8 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/51PujYOdzLL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","978-0735211292","October 16, 2018"
"1621318578-535","https://www.amazon.com/Mans-Search-Meaning-Viktor-Frankl/dp/0807014273/ref=pd_vtp_18?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0807014273&psc=1","","Man's Search for Meaning","32,188 ratings","4.7 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41nLuZrSbNL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","9780807014271","Beacon Press"
"1621318633-870","https://www.amazon.com/How-Happiness-Approach-Getting-Life/dp/0143114956/ref=pd_vtp_7?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0143114956&psc=1","Stumbling on Happiness","The How of Happiness: A New Approach to Getting the Life You Want","924 ratings","4.6 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/51b3mH2BXYL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","978-0143114956","December 30, 2008"
"1621318656-994","https://www.amazon.com/Noise-Human-Judgment-Daniel-Kahneman/dp/0316451401/ref=pd_vtp_2?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0316451401&psc=1","Nudge: Improving Decisions About Health, Wealth, and Happiness","Noise: A Flaw in Human Judgment","null","null","https://images-na.ssl-images-amazon.com/images/I/41lfiSJTFjL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","0316451401","Little, Brown Spark"
"1621318609-752","https://www.amazon.com/Your-Money-Life-Transforming-Relationship/dp/0143115766/ref=pd_vtp_11?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0143115766&psc=1","The Millionaire Next Door: The Surprising Secrets of America's Wealthy","Your Money or Your Life: 9 Steps to Transforming Your Relationship with Money and Achieving Financial Independence: Fully Revised and Updated for 2018","2,535 ratings","4.5 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/51fFQ9HJBjL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","978-0143115762","December 10, 2008"
"1621318564-457","https://www.amazon.com/Little-Book-Common-Sense-Investing/dp/1119404509/ref=pd_vtp_21?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=1119404509&psc=1","","The Little Book of Common Sense Investing: The Only Way to Guarantee Your Fair Share of Stock Market Returns (Little Books, Big Profits)","4,339 ratings","4.7 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/51cCQzs8EBL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","978-1119404507","October 16, 2017"
"1621318564-449","https://www.amazon.com/Little-Book-Common-Sense-Investing/dp/1119404509/ref=pd_vtp_21?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=1119404509&psc=1","","The Little Book of Common Sense Investing: The Only Way to Guarantee Your Fair Share of Stock Market Returns (Little Books, Big Profits)","4,339 ratings","4.7 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/51cCQzs8EBL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","978-1119404507","October 16, 2017"
"1621318645-943","https://www.amazon.com/Predictably-Irrational-Revised-Expanded-Decisions/dp/0061353248/ref=pd_vtp_4?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0061353248&psc=1","","Predictably Irrational, Revised and Expanded Edition: The Hidden Forces That Shape Our Decisions","3,996 ratings","4.6 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/516XdxUXpNL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","null","5.31 x 0.86 x 8 inches"
"1621318588-592","https://www.amazon.com/Simple-Path-Wealth-financial-independence/dp/1533667926/ref=pd_vtp_16?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=1533667926&psc=1","Quit Like a Millionaire: No Gimmicks, Luck, or Trust Fund Required","The Simple Path to Wealth: Your road map to financial independence and a rich, free life","5,018 ratings","4.8 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41oX+Lk2-ML._SY344_BO1,204,203,200_.jpg","null","5.5 x 0.72 x 8.5 inches"
"1621318604-725","https://www.amazon.com/Flow-Psychology-Experience-Perennial-Classics/dp/0061339202/ref=pd_vtp_12?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0061339202&psc=1","","Flow: The Psychology of Optimal Experience (Harper Perennial Modern Classics)","2,752 ratings","4.5 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/4187W86yEUL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","null","July 1, 2008"
"1621318604-729","https://www.amazon.com/Flow-Psychology-Experience-Perennial-Classics/dp/0061339202/ref=pd_vtp_12?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0061339202&psc=1","","Flow: The Psychology of Optimal Experience (Harper Perennial Modern Classics)","2,752 ratings","4.5 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/4187W86yEUL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","null","July 1, 2008"
"1621318596-661","https://www.amazon.com/Sapiens-Humankind-Yuval-Noah-Harari/dp/0062316117/ref=pd_vtp_14?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0062316117&psc=1","","Sapiens: A Brief History of Humankind","43,829 ratings","4.6 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41lZKXt1+ML._SY344_BO1,204,203,200_.jpg","978-0062316110","May 15, 2018"
"1621318601-683","https://www.amazon.com/Will-Teach-You-Rich-Second/dp/1523505745/ref=pd_vtp_13?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=1523505745&psc=1","","I Will Teach You to Be Rich, Second Edition: No Guilt. No Excuses. No BS. Just a 6-Week Program That Works","7,383 ratings","4.7 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/51v9NVwWHHL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","978-1523505746","May 14, 2019"
"1621318568-486","https://www.amazon.com/Automatic-Millionaire-Expanded-Updated-Powerful/dp/0451499085/ref=pd_vtp_20?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=0451499085&psc=1","Smart Couples Finish Rich, Revised and Updated: 9 Steps to Creating a Rich Future for You and Your Partner","The Automatic Millionaire, Expanded and Updated: A Powerful One-Step Plan to Live and Finish Rich","1,694 ratings","4.7 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41vnPDXXg+L._SY344_BO1,204,203,200_.jpg","0451499085","Crown"
"1621318629-855","https://www.amazon.com/Think-Again-Power-Knowing-What/dp/1984878107/ref=pd_vtp_8?pd_rd_w=o0pRj&pf_rd_p=96226b5f-2d9a-439b-be45-97603787c682&pf_rd_r=ZHD8CMSFGMZPB0EFCVQV&pd_rd_r=fc757468-3dd3-410c-a943-c5aae6aedcf6&pd_rd_wg=IXIS7&pd_rd_i=1984878107&psc=1","Think Again Short Reads","Think Again: The Power of Knowing What You Don't Know","3,700 ratings","4.6 out of 5 stars","https://images-na.ssl-images-amazon.com/images/I/41Ojcfxmn1L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","978-1984878106","February 2, 2021"
